no;wealth;quintile;agechild;bord;agemother;ed;rural;region;reg;PSU;weight;male;zscore;zscore1
675;0.35328;d;29;3;27;b;0;6;f;826;0.980628;1;-1.5;4.5
676;-0.11277;c;36;10;39;a;0;3;c;440;1.546261;0;-1.94;4.06
677;-1.03016;b;12;5;27;a;1;3;c;458;1.365131;1;-5.5;0.5
678;1.21609;e;56;3;22;b;0;3;c;365;2.06615;0;-0.81;5.19
679;-1.28;a;15;5;29;a;1;2;b;254;0.293084;1;-4.67;1.33
680;-0.49891;c;30;7;33;a;1;5;e;672;0.566987;0;-1.32;4.68
681;-0.6212;b;58;1;21;a;1;3;c;357;2.360037;0;-3.16;2.84
682;1.92185;e;32;2;24;c;1;5;e;608;0.949267;1;-0.99;5.01
683;0.62734;d;23;1;21;b;0;6;f;869;1.57451;1;4.29;10.29
684;-0.2345;c;31;5;26;b;0;4;d;595;0.32689;0;0.43;6.43
685;0.58079;d;25;1;27;b;0;5;e;707;0.721141;0;-1.58;4.42
686;-0.79363;b;58;12;37;a;1;3;c;394;0.64804;0;-2.49;3.51
687;-1.15798;a;12;7;39;a;0;3;c;471;1.473325;0;-3.1;2.9
688;-0.89993;b;5;8;34;a;1;2;b;258;0.358026;0;1.61;7.61
689;-1.47071;a;28;2;16;a;0;3;c;447;0.894149;0;-1.5;4.5
690;-1.24411;a;17;7;28;a;1;3;c;480;0.950149;1;-2.33;3.67
691;-0.99992;b;38;4;25;a;1;3;c;409;1.074038;1;-5.6;0.4
692;0.27791;d;12;7;29;a;0;3;c;380;1.590414;0;-1.22;4.78
693;-1.0855;a;6;2;24;b;1;3;c;465;0.643608;0;-0.84;5.16
694;-1.03782;b;24;4;23;a;1;3;c;422;0.516861;1;0.05;6.05
695;0.87843;e;3;5;30;b;0;6;f;800;2.933717;1;0.98;6.98
696;0.86896;e;44;1;17;c;0;6;f;824;0.772353;1;-2.16;3.84
697;1.18796;e;9;4;24;b;0;4;d;564;0.687604;1;-2.74;3.26
698;1.30778;e;16;2;31;c;0;6;f;864;2.665578;0;0.64;6.64
699;0.09183;c;0;8;40;a;0;3;c;413;0.600198;1;-0.81;5.19
700;-1.00572;b;51;2;19;a;1;3;c;469;1.081609;0;-1.16;4.84
701;-0.94787;b;15;1;20;b;1;1;a;8;1.01206;1;-0.78;5.22
702;-0.86908;b;6;4;35;c;1;6;f;859;0.328116;1;1;7
703;-1.0867;a;24;10;43;a;1;3;c;405;1.128182;1;-4.9;1.1
704;-1.00125;b;15;6;28;a;1;3;c;486;1.610639;1;-1.17;4.83
705;-0.84499;b;36;3;22;a;1;3;c;469;1.081609;0;-1.45;4.55
706;-0.21957;c;59;6;34;b;0;4;d;567;0.64001;1;-1.84;4.16
707;2.16706;e;31;2;28;c;0;4;d;489;0.32082;1;2.97;8.97
708;-0.6612;b;13;4;22;a;1;3;c;474;1.029498;1;-3.65;2.35
709;-1.72097;a;27;9;33;a;1;3;c;444;1.16128;1;-5.4;0.6
710;0.30246;d;49;3;24;b;0;4;d;574;1.401723;0;-0.58;5.42
711;-0.65721;b;37;3;27;a;1;3;c;418;0.555114;1;-3.29;2.71
712;0.49647;d;10;8;33;b;0;4;d;526;0.605199;0;-0.75;5.25
713;0.25689;d;3;2;22;a;1;1;a;25;0.319897;1;2.43;8.43
714;-0.16517;c;47;1;38;b;1;1;a;6;0.999866;1;0.71;6.71
715;1.9339;e;31;1;27;c;0;6;f;799;1.615192;1;0.31;6.31
716;-1.43842;a;40;4;27;b;1;3;c;392;1.277307;1;-1.52;4.48
717;0.41608;d;50;6;34;a;0;3;c;473;0.513408;1;-0.53;5.47
718;0.26648;d;45;5;28;a;1;1;a;27;0.240499;0;-0.61;5.39
719;1.41582;e;0;2;30;c;0;4;d;489;0.32082;0;0.33;6.33
720;0.74127;d;25;3;27;c;0;1;a;88;0.384699;0;-1.67;4.33
721;1.07431;e;10;2;23;c;1;5;e;623;1.318146;1;0.68;6.68
722;-1.09973;a;0;1;22;a;1;3;c;422;0.516861;1;-0.81;5.19
723;-1.69295;a;36;9;37;a;1;3;c;484;2.708594;0;-1.15;4.85
724;-1.64661;a;33;3;27;a;1;2;b;212;1.318131;0;-2.23;3.77
725;1.09156;e;13;2;22;c;1;1;a;27;0.240499;1;-1.15;4.85
726;-0.12421;c;52;4;25;a;1;6;f;844;0.648652;1;-3.15;2.85
727;-0.2452;c;48;1;24;b;1;1;a;142;0.754519;0;-0.52;5.48
728;0.95171;e;58;1;21;b;0;1;a;102;0.446905;0;0.47;6.47
729;2.30919;e;46;2;28;c;0;5;e;703;0.698248;0;1.17;7.17
730;0.51719;d;38;3;25;b;0;5;e;734;0.894503;1;-0.03;5.97
731;-0.1635;c;49;3;29;b;1;6;f;853;0.579622;0;-0.52;5.48
732;1.86376;e;31;1;27;c;0;6;f;791;1.370933;0;-1.17;4.83
733;-0.82582;b;6;4;25;a;1;2;b;266;0.594383;1;-5.93;0.07
734;0.68598;d;19;11;34;b;1;5;e;677;0.551406;0;-3.02;2.98
735;-1.43882;a;42;4;22;a;1;3;c;483;0.706504;1;-2.01;3.99
736;-1.28248;a;39;4;22;a;1;6;f;901;1.609678;0;-2.27;3.73
737;1.84488;e;32;2;30;c;0;6;f;848;1.715678;1;-0.41;5.59
738;0.72147;d;51;2;26;c;0;4;d;588;0.906138;0;-0.3;5.7
739;-0.33509;c;41;1;18;a;1;3;c;344;1.893864;0;-0.79;5.21
740;-0.77021;b;22;5;26;a;1;2;b;181;0.560313;0;-2.84;3.16
741;1.30221;e;17;1;23;c;0;6;f;773;1.245378;1;0.47;6.47
742;-0.45085;c;12;4;22;a;1;3;c;439;1.502484;0;-1.22;4.78
743;-0.01996;c;43;9;36;a;1;2;b;265;0.390087;0;-1.07;4.93
744;0.62076;d;11;2;26;c;1;5;e;671;1.756982;1;-0.79;5.21
745;-0.99653;b;10;6;29;a;1;2;b;212;1.318131;1;-3.31;2.69
746;-0.53904;c;52;4;35;b;1;1;a;104;1.016955;0;-5.29;0.71
747;-0.29736;c;6;6;30;c;0;3;c;351;1.355298;1;-3.92;2.08
748;1.34881;e;0;6;28;a;0;2;b;278;0.733045;1;-0.65;5.35
749;-0.66744;b;18;6;36;a;1;2;b;288;0.380603;1;-3.46;2.54
750;-0.85613;b;54;1;20;a;1;3;c;407;1.361158;0;-4.89;1.11
751;-0.38464;c;37;5;34;c;0;5;e;638;0.231012;1;-0.38;5.62
752;-0.56408;c;44;5;36;a;1;1;a;106;0.933655;1;-1.92;4.08
753;-0.47272;c;57;3;23;b;1;2;b;200;1.253437;1;-2.88;3.12
754;-0.02163;c;26;3;35;c;1;1;a;155;0.702482;0;-3.11;2.89
755;-0.00099;c;13;1;19;a;0;2;b;176;0.597329;0;-0.36;5.64
756;1.19036;e;56;5;34;b;0;1;a;13;0.715761;1;-2.66;3.34
757;-1.84701;a;12;2;19;a;1;3;c;485;0.558717;0;-3.93;2.07
758;-0.94151;b;40;4;23;a;1;3;c;306;0.55481;1;-2.56;3.44
759;0.77171;d;18;2;26;c;1;6;f;850;0.833982;1;1.42;7.42
760;-0.63164;b;37;4;28;a;1;3;c;373;1.617063;0;-0.1;5.9
761;-0.4256;c;43;3;23;b;1;2;b;277;0.429307;0;-0.88;5.12
762;-0.79901;b;17;5;24;a;1;3;c;416;0.937952;1;-1.47;4.53
763;1.08847;e;32;2;30;c;1;1;a;141;1.308379;1;-1.93;4.07
764;-0.26023;c;14;4;34;a;0;6;f;876;0.636797;0;-1.1;4.9
765;-0.98015;b;34;6;32;a;1;2;b;262;0.794163;1;-3.37;2.63
766;-1.31776;a;12;2;23;a;1;2;b;288;0.380603;0;-0.99;5.01
767;-1.07315;a;9;5;27;a;1;2;b;271;0.85094;1;-0.88;5.12
768;-0.02011;c;57;3;19;b;1;2;b;277;0.429307;1;0.81;6.81
769;-0.96426;b;4;7;34;a;1;3;c;422;0.516861;1;-2.82;3.18
770;-1.25546;a;7;6;42;a;1;3;c;356;1.522243;0;-4.06;1.94
771;-0.94337;b;44;6;26;a;0;3;c;378;1.61209;0;-1.78;4.22
772;-0.52538;c;47;3;23;b;1;5;e;666;0.689865;0;-1.78;4.22
773;-0.91099;b;7;5;25;a;1;2;b;300;0.629163;0;0.61;6.61
774;0.64975;d;35;9;45;a;0;3;c;365;2.06615;0;-4.34;1.66
775;-0.3813;c;2;1;23;b;1;1;a;22;2.083404;0;1.64;7.64
776;-0.78414;b;13;4;27;b;1;1;a;62;0.316868;1;-1.59;4.41
777;-0.95121;b;21;2;22;a;1;2;b;206;0.923644;1;-1.37;4.63
778;1.85216;e;31;3;30;b;0;6;f;904;2.751449;0;-0.82;5.18
779;-0.2836;c;27;1;20;c;1;6;f;894;1.560189;0;-2.15;3.85
780;-0.98585;b;10;1;17;a;1;3;c;480;0.950149;0;-0.27;5.73
781;-0.98;b;9;3;20;a;1;3;c;316;1.052639;0;-1.46;4.54
782;-0.86602;b;51;3;20;a;1;3;c;424;1.754282;1;-1.6;4.4
783;1.56102;e;27;3;26;c;0;2;b;222;1.173895;0;3.91;9.91
784;-0.39348;c;44;4;27;a;1;1;a;127;2.269121;1;-4.67;1.33
785;-0.29607;c;3;1;24;a;0;3;c;352;1.372976;1;-2.39;3.61
786;1.15087;e;9;2;26;c;1;4;d;498;0.537225;1;0.7;6.7
787;0.57525;d;24;4;28;b;0;3;c;333;3.312425;1;-1.92;4.08
788;-0.49052;c;37;2;21;b;1;2;b;208;0.786413;0;-4.14;1.86
789;-0.31354;c;58;4;33;a;0;5;e;664;1.761015;0;0.16;6.16
790;0.62826;d;18;4;23;c;0;2;b;240;1.63111;1;-1.48;4.52
791;-1.05789;b;12;6;37;a;1;1;a;138;0.828116;0;2.25;8.25
792;1.34876;e;49;1;29;c;1;5;e;696;0.888233;1;0.02;6.02
793;-0.97954;b;2;5;30;b;1;2;b;236;1.022299;0;5.08;11.08
794;-0.19278;c;2;2;20;b;1;1;a;2;0.86748;0;1.72;7.72
795;-0.05144;c;42;4;25;b;0;2;b;186;0.382498;0;-3.32;2.68
796;1.05632;e;36;3;31;c;0;6;f;764;0.266528;1;-2.8;3.2
797;0.31524;d;49;1;21;c;0;3;c;364;2.004866;1;-1.95;4.05
798;1.2197;e;22;3;27;b;0;6;f;804;0.77764;1;-3.21;2.79
799;-1.4278;a;34;4;29;b;1;3;c;463;0.711753;1;-1.35;4.65
800;-1.67324;a;33;7;38;a;1;2;b;271;0.85094;0;-2.88;3.12
801;0.86144;e;38;2;28;c;0;6;f;851;0.547682;0;-3.53;2.47
802;-0.39118;c;30;5;28;a;0;4;d;541;0.929551;1;-1.47;4.53
803;0.73843;d;42;2;18;b;1;5;e;648;0.370776;1;-3.28;2.72
804;-1.43097;a;6;8;34;a;1;2;b;249;0.369455;0;0.73;6.73
805;1.13683;e;12;4;28;c;0;4;d;518;0.751588;1;1.68;7.68
806;-0.06526;c;11;2;29;c;0;6;f;757;0.530372;0;2.47;8.47
807;-0.7303;b;24;1;20;a;1;3;c;416;0.937952;0;2.57;8.57
808;-0.59769;b;9;7;24;a;1;2;b;274;0.39609;1;1.07;7.07
809;-1.47371;a;28;9;30;a;1;3;c;316;1.052639;1;-2.49;3.51
810;-1.41353;a;26;7;27;a;1;3;c;468;0.944549;0;1.6;7.6
811;0.14229;d;22;3;29;b;1;5;e;621;0.971536;1;-2.9;3.1
812;0.76407;d;16;4;28;b;0;5;e;704;0.733161;0;-2.58;3.42
813;-0.52556;c;48;2;24;c;1;6;f;849;2.056803;0;-1.47;4.53
814;-0.95098;b;46;1;16;a;1;3;c;461;0.922027;0;-1.65;4.35
815;0.00989;c;51;4;39;a;0;4;d;537;1.528341;1;-1.59;4.41
816;-1.39314;a;7;12;49;a;1;3;c;415;1.202924;1;-2.45;3.55
817;1.29932;e;40;4;32;c;0;6;f;797;0.754888;1;1.02;7.02
818;0.31966;d;35;7;31;b;0;5;e;708;0.317302;0;-1.9;4.1
819;0.0455;c;59;5;27;b;1;6;f;815;0.995312;0;-3.37;2.63
820;-1.46667;a;5;12;38;a;1;3;c;324;1.840626;0;-2.58;3.42
821;-1.31521;a;40;8;38;a;1;2;b;271;0.85094;0;-2.43;3.57
822;-1.22047;a;22;4;28;a;1;2;b;201;1.269007;1;-3.76;2.24
823;-1.2653;a;37;1;15;a;1;2;b;298;0.804829;0;-0.71;5.29
824;-1.12101;a;24;5;31;b;1;1;a;11;1.188385;0;-1.45;4.55
825;-0.75837;b;52;3;23;a;1;2;b;264;0.853227;1;-1.77;4.23
826;1.10414;e;35;5;25;b;0;6;f;889;1.344895;0;-2.67;3.33
827;-1.33948;a;31;9;45;a;1;3;c;479;1.032816;1;-2.13;3.87
828;0.27791;d;39;6;27;a;0;3;c;380;1.590414;0;0.95;6.95
829;-1.12106;a;37;4;26;a;1;3;c;310;0.88437;1;-5.07;0.93
830;1.3307;e;37;9;37;b;0;5;e;697;0.62981;0;-1.64;4.36
831;0.21412;d;59;8;30;a;0;2;b;224;3.575217;0;-3.37;2.63
832;0.88561;e;36;6;32;c;0;4;d;519;0.533491;1;-2.43;3.57
833;0.19947;d;28;6;35;b;1;6;f;896;0.31023;1;-2.02;3.98
834;1.71923;e;12;3;26;c;0;4;d;488;0.42272;1;-0.3;5.7
835;0.4938;d;47;2;21;c;0;6;f;869;1.57451;0;2.41;8.41
836;-1.01048;b;42;6;29;a;1;2;b;288;0.380603;1;-3.92;2.08
837;-1.2451;a;29;2;17;a;1;3;c;310;0.88437;0;-0.75;5.25
838;0.11113;d;17;1;22;b;1;1;a;105;0.659183;1;-3.48;2.52
839;0.41604;d;31;1;15;c;0;2;b;240;1.63111;1;-2.24;3.76
840;-1.42014;a;15;2;20;a;1;3;c;311;1.493391;0;5.85;11.85
841;0.40238;d;4;3;32;c;0;4;d;566;0.42147;1;1.36;7.36
842;1.84806;e;12;2;27;c;0;6;f;778;0.666401;1;0.28;6.28
843;-0.55099;c;11;2;26;b;1;3;c;399;1.106136;1;-3.29;2.71
844;0.26476;d;41;1;19;b;0;6;f;874;0.429737;1;-2.45;3.55
845;-0.41505;c;37;1;17;a;1;3;c;446;0.393026;0;0.82;6.82
846;-0.14609;c;21;1;19;b;0;2;b;294;0.17383;1;-0.24;5.76
847;0.57888;d;29;5;35;b;0;6;f;895;1.013997;0;-1.21;4.79
848;1.32585;e;51;2;20;b;0;1;a;61;0.823976;0;0.65;6.65
849;0.76003;d;49;5;25;c;0;3;c;398;1.249717;1;-1.31;4.69
850;-0.33191;c;21;8;34;a;1;2;b;169;0.483374;1;-1.83;4.17
851;-0.35486;c;1;2;15;b;1;1;a;119;2.269121;1;1.05;7.05
852;0.67651;d;9;3;20;a;0;1;a;121;0.956984;1;-4.94;1.06
853;-1.05317;b;0;2;20;a;1;1;a;123;1.513454;0;0.54;6.54
854;-0.67938;b;36;5;37;b;0;5;e;638;0.231012;1;0.02;6.02
855;-0.11774;c;2;2;25;b;0;3;c;455;0.467844;0;-3.56;2.44
856;1.17459;e;38;1;24;c;1;5;e;642;0.352409;0;-2.01;3.99
857;-0.92278;b;18;1;36;b;1;6;f;820;1.570452;1;3.01;9.01
858;1.36;e;46;2;28;c;0;6;f;775;2.534673;1;-0.87;5.13
859;1.2827;e;1;2;26;c;0;1;a;146;0.949429;0;-2.36;3.64
860;0.35483;d;4;1;23;c;0;5;e;683;0.747961;1;2.7;8.7
861;0.86515;e;55;5;36;c;0;3;c;367;0.771228;1;-1.64;4.36
862;-1.04621;b;5;8;34;a;1;3;c;307;1.876091;0;1.05;7.05
863;-0.65199;b;48;1;21;b;1;6;f;896;0.31023;0;-2.35;3.65
864;-0.42779;c;17;2;19;a;1;2;b;262;0.794163;1;-2.79;3.21
865;-0.35107;c;7;2;23;c;1;5;e;667;0.410078;1;0.81;6.81
866;-0.54972;c;31;2;20;a;1;3;c;462;0.711753;0;-0.52;5.48
867;0.89818;e;12;1;25;c;0;6;f;837;1.057843;1;-2.02;3.98
868;-1.19241;a;33;5;28;a;1;2;b;288;0.380603;1;-0.51;5.49
869;-1.15921;a;30;1;20;b;1;1;a;160;0.509299;1;-1.53;4.47
870;0.07431;c;51;5;21;a;1;2;b;273;0.931704;0;-4.91;1.09
871;-1.30454;a;56;3;23;b;0;4;d;535;1.312884;0;-0.5;5.5
872;0.19072;d;6;3;23;b;0;4;d;552;2.111183;1;1.76;7.76
873;0.76683;d;38;2;21;c;0;3;c;400;0.967247;0;0.57;6.57
874;-0.02112;c;33;3;25;b;1;1;a;55;0.223906;1;-1.88;4.12
875;-0.34402;c;40;1;22;b;0;3;c;309;1.019865;1;-2.6;3.4
876;-0.33191;c;47;6;31;a;1;2;b;169;0.483374;0;-1.74;4.26
877;-1.33253;a;33;8;35;a;1;3;c;458;1.365131;0;-1;5
878;-0.264;c;40;5;24;a;0;3;c;309;1.019865;0;-3.57;2.43
879;-1.00062;b;20;1;18;a;1;2;b;303;1.781093;1;-5.69;0.31
880;-1.1461;a;23;7;31;a;1;2;b;298;0.804829;1;-3.98;2.02
881;0.33339;d;58;7;27;b;1;3;c;417;0.703464;1;-3.65;2.35
882;-0.7707;b;6;2;21;a;0;2;b;285;0.360978;1;-5.47;0.53
883;-1.18253;a;32;7;34;a;0;4;d;534;0.717924;0;-0.08;5.92
884;-0.24686;c;2;10;41;a;0;3;c;367;0.771228;0;0.86;6.86
885;-1.27405;a;7;2;24;a;1;6;f;901;1.609678;1;-0.65;5.35
886;0.59275;d;20;1;18;c;1;4;d;584;0.770865;1;-0.75;5.25
887;-0.4549;c;46;1;21;a;1;1;a;110;0.627793;0;-4.28;1.72
888;0.56575;d;30;1;21;b;0;3;c;361;2.750863;1;-0.55;5.45
889;-0.34459;c;42;1;19;b;1;5;e;659;1.094849;0;-1.53;4.47
890;-1.18961;a;31;1;15;a;1;3;c;317;0.854115;1;-3.04;2.96
891;0.99706;e;52;9;40;a;0;2;b;190;1.203186;1;-2.31;3.69
892;0.00925;c;30;1;21;b;0;5;e;637;0.175413;0;-1.68;4.32
893;-0.25722;c;12;1;19;b;1;1;a;89;0.242415;0;-0.85;5.15
894;-0.1409;c;52;9;41;a;1;1;a;47;0.334704;1;-2.27;3.73
895;-0.86894;b;6;5;24;b;1;1;a;4;2.28935;1;2.49;8.49
896;-0.84318;b;0;3;30;b;1;1;a;142;0.754519;1;1.19;7.19
897;0.79517;d;52;7;39;a;1;5;e;636;0.247572;1;-1.13;4.87
898;-0.52262;c;13;4;26;a;1;3;c;430;0.677025;1;-5.08;0.92
899;0.96372;e;10;5;29;c;0;6;f;855;0.457623;0;0.99;6.99
900;-1.09018;a;13;10;41;a;1;2;b;208;0.786413;0;-2.66;3.34
901;-1.243;a;31;6;32;a;1;3;c;396;1.300458;1;-1.28;4.72
902;0.1095;d;11;4;29;b;1;3;c;375;0.94634;0;-3.44;2.56
903;1.72909;e;38;1;28;c;0;1;a;61;0.823976;1;-2.14;3.86
904;1.24608;e;18;2;26;c;0;4;d;516;2.001141;1;-0.14;5.86
905;0.97184;e;55;3;28;b;1;4;d;507;1.676218;0;-1.25;4.75
906;-1.47845;a;21;1;18;a;1;2;b;200;1.253437;1;-0.37;5.63
907;-0.74164;b;48;1;21;c;1;1;a;157;0.590648;1;-1.35;4.65
908;-0.97599;b;12;1;18;a;1;3;c;419;1.337885;1;-2.82;3.18
909;1.32484;e;31;3;30;b;0;5;e;702;1.112381;0;-1.73;4.27
910;0.30831;d;27;6;27;a;0;6;f;855;0.457623;0;-0.72;5.28
911;-0.21019;c;44;6;43;a;1;1;a;133;2.112874;1;-1.39;4.61
912;-0.04685;c;10;2;24;b;1;5;e;626;0.571854;1;-1.33;4.67
913;-1.18036;a;28;5;27;a;1;6;f;896;0.31023;1;-1.88;4.12
914;-1.54243;a;24;6;28;a;1;3;c;444;1.16128;1;-2.13;3.87
915;-1.09527;a;2;5;27;a;1;3;c;459;0.740645;0;-0.02;5.98
916;-1.62956;a;37;2;22;a;1;2;b;202;1.019512;1;-1.98;4.02
917;1.00037;e;51;2;20;c;0;6;f;864;2.665578;0;-1.01;4.99
918;-1.33055;a;44;5;26;a;1;3;c;410;1.246553;0;-0.37;5.63
919;-1.46142;a;28;2;20;a;1;3;c;411;1.071647;0;-2.24;3.76
920;-1.57811;a;38;7;26;a;0;4;d;534;0.717924;1;-3.74;2.26
921;-0.81801;b;40;6;34;a;0;4;d;542;0.487276;1;-2.11;3.89
922;-0.1031;c;37;1;17;c;1;5;e;686;0.589032;0;2.63;8.63
923;0.49647;d;52;5;29;b;0;4;d;526;0.605199;0;0.13;6.13
924;-0.90355;b;39;9;27;a;1;6;f;841;0.45451;0;-5.76;0.24
925;-0.82371;b;36;2;23;b;1;2;b;277;0.429307;1;-0.8;5.2
926;-0.5496;c;25;9;37;b;0;4;d;517;0.48823;1;2.5;8.5
927;-0.55401;c;53;2;17;a;1;2;b;229;1.369453;0;-1.09;4.91
928;-1.47649;a;40;7;42;a;1;2;b;178;0.54522;0;-2.51;3.49
929;-0.38514;c;5;1;14;b;1;6;f;845;1.092964;1;-2.09;3.91
930;-0.41611;c;19;1;17;a;1;2;b;177;0.760832;1;-1.82;4.18
931;0.12198;d;56;4;26;c;0;4;d;548;1.480652;1;-0.78;5.22
932;-0.42869;c;50;11;41;a;1;3;c;457;0.523313;1;-2.84;3.16
933;-1.0215;b;5;4;21;a;1;2;b;293;0.259814;0;4.25;10.25
934;0.74711;d;10;5;31;c;0;6;f;871;0.598533;0;4.88;10.88
935;0.29798;d;11;5;32;c;1;4;d;598;0.491475;0;-0.76;5.24
936;-1.14579;a;36;13;42;a;1;3;c;486;1.610639;0;-1.34;4.66
937;0.08044;c;16;5;32;b;1;6;f;814;0.747434;1;-3.01;2.99
938;-0.27658;c;24;3;20;a;1;3;c;401;0.735733;0;-1.48;4.52
939;-1.28053;a;46;9;35;a;1;6;f;901;1.609678;0;-4.61;1.39
940;-0.15101;c;33;2;17;b;1;5;e;679;0.72372;0;-4.1;1.9
941;0.30767;d;23;3;20;b;1;5;e;618;0.581217;0;2.82;8.82
942;-1.01735;b;29;10;43;a;1;3;c;417;0.703464;0;-2.47;3.53
943;-1.13795;a;36;3;27;a;1;3;c;403;1.724622;0;-1.5;4.5
944;-0.4542;c;45;4;22;a;1;2;b;252;0.51094;1;-1.14;4.86
945;-1.30609;a;20;2;24;a;1;1;a;142;0.754519;1;-3.58;2.42
946;-0.59111;b;13;7;34;a;1;3;c;375;0.94634;1;-2.44;3.56
947;-0.16474;c;5;2;20;b;1;3;c;390;1.455357;1;0.12;6.12
948;-0.80927;b;6;1;18;a;1;3;c;383;1.673406;1;-1.17;4.83
949;-0.60455;b;59;1;23;a;1;6;f;840;0.376273;1;-1.46;4.54
950;0.3841;d;59;3;27;b;0;5;e;711;0.315133;0;-1.48;4.52
951;-1.53681;a;37;2;26;a;1;1;a;137;1.559909;1;-1.51;4.49
952;0.35702;d;19;5;35;a;0;1;a;78;0.648968;1;-1.56;4.44
953;-0.43917;c;37;2;27;c;1;6;f;863;0.440905;1;-1.89;4.11
954;0.83319;d;56;7;37;c;1;1;a;43;0.6776;0;0.41;6.41
955;-1.17943;a;20;7;33;b;1;2;b;244;0.398763;0;-1.5;4.5
956;-1.12681;a;38;5;26;a;1;3;c;467;0.975204;1;-1.98;4.02
957;-0.35441;c;38;8;33;a;1;1;a;14;2.620703;0;-0.09;5.91
958;-0.22013;c;47;4;29;b;1;6;f;868;0.965577;1;-2.72;3.28
959;-1.40668;a;28;6;38;a;1;1;a;122;2.269121;0;-3.5;2.5
960;1.59856;e;46;4;29;c;0;5;e;714;0.929656;1;-2.73;3.27
961;-0.99905;b;9;2;19;b;1;3;c;383;1.673406;0;-3.88;2.12
962;0.3267;d;6;1;19;b;1;1;a;25;0.319897;0;2.35;8.35
963;0.95798;e;4;4;33;c;0;6;f;800;2.933717;1;3.69;9.69
964;-1.13305;a;10;6;28;a;1;3;c;486;1.610639;0;-2.49;3.51
965;-0.75049;b;15;2;27;c;1;5;e;658;0.845367;1;0.73;6.73
966;1.08681;e;18;9;33;a;0;3;c;453;0.58552;1;-2.53;3.47
967;0.15693;d;50;3;21;a;1;5;e;633;0.197582;0;-2.93;3.07
968;0.07101;c;57;1;20;b;0;1;a;56;1.745228;1;-1.41;4.59
969;0.31372;d;36;2;34;b;1;5;e;684;0.912124;0;-4.71;1.29
970;-1.1221;a;6;1;34;a;1;3;c;415;1.202924;0;4.99;10.99
971;-1.66701;a;40;2;24;a;1;2;b;271;0.85094;1;-2.02;3.98
972;0.41066;d;55;5;24;b;1;4;d;603;2.451156;0;0.38;6.38
973;1.08728;e;30;5;35;c;0;6;f;804;0.77764;0;2.51;8.51
974;-0.7366;b;12;1;17;a;1;3;c;412;1.444954;1;-3.75;2.25
975;-0.13154;c;0;5;30;a;0;2;b;241;0.269071;1;-1.46;4.54
976;-1.12174;a;53;12;44;a;1;3;c;475;0.870182;0;-2.54;3.46
977;-0.91423;b;6;2;25;b;1;1;a;95;0.689939;1;-0.91;5.09
978;-1.48614;a;48;3;23;a;1;3;c;469;1.081609;1;-3.02;2.98
979;-1.02134;b;14;1;23;a;1;3;c;322;0.748994;1;-2.1;3.9
980;0.60771;d;24;1;21;c;1;5;e;743;0.612195;0;-0.41;5.59
981;1.09248;e;21;2;26;c;0;6;f;808;1.403438;0;2.02;8.02
982;1.91211;e;11;1;27;c;0;5;e;661;1.170663;0;4.79;10.79
983;-0.16517;c;3;4;26;b;1;1;a;6;0.999866;1;-3.04;2.96
984;-1.11383;a;31;3;21;a;1;3;c;355;0.727678;0;1.21;7.21
985;-0.87838;b;13;3;30;a;1;3;c;394;0.64804;0;0.57;6.57
986;-1.35389;a;10;7;39;a;1;2;b;258;0.358026;1;-0.75;5.25
987;0.92689;e;10;4;30;c;0;6;f;834;0.479393;0;1.4;7.4
988;-1.41576;a;18;7;29;a;1;6;f;901;1.609678;1;-4.7;1.3
989;1.5237;e;46;14;41;c;0;2;b;290;0.315152;1;-2.24;3.76
990;-1.45407;a;16;2;18;a;1;3;c;443;0.727581;0;-5.73;0.27
991;1.69185;e;5;2;23;c;0;5;e;650;0.475982;0;0.92;6.92
992;-0.8921;b;16;2;19;a;1;1;a;137;1.559909;1;-2.69;3.31
993;1.05619;e;14;1;21;b;0;1;a;85;0.523635;1;-0.21;5.79
994;-0.09478;c;19;2;21;b;1;1;a;11;1.188385;1;-1.24;4.76
995;0.00627;c;15;2;26;a;1;1;a;135;1.727341;1;-2.2;3.8
996;-1.59242;a;3;5;35;a;1;2;b;193;0.562528;1;-2.71;3.29
997;0.43084;d;5;3;19;b;1;2;b;168;0.782903;0;2.19;8.19
998;-0.30823;c;51;2;19;b;1;3;c;401;0.735733;0;-1.52;4.48
999;-0.42166;c;14;2;18;a;1;3;c;377;1.275611;0;-0.83;5.17
